,Address,Type,Name
182,Ultrarays Solutions ( Lead Glass suppliers in India) ,Hospitals/Healthcare,"A-205 FIRST FLOOR, TRANSPORT NAGAR, Sector 69, Noida, Uttar Pradesh "
183,Bliss Welness ,Hospitals/Healthcare,"15/1, Desai Corporate Mangal Compound, Dewas Naka, behind Mercedes Showroom, Indore, Madhya Pradesh 452010"
184,Sparsh Hospital ,Hospitals/Healthcare,"Plot No 141, Sai Arcade, Panvel"
185,JanJyoti Super Specialty Eye Hospital 	 ,Hospitals/Healthcare,"1051, Gol Bazar, Near Kesharwani Collage Wright Town"
186,Agelock skin clinic ,Hospitals/Healthcare,"House no. 1107, Level I, Sector 36C, Sector 36, Chandigarh, 160036"
187,Dr. Mahima Wadhwa Skin Cliniq ,Hospitals/Healthcare," BJ-14, East Shalimar Bagh"
188,Best Neurologist Paras Hospital Gurgaon ,Hospitals/Healthcare,"Paras Hospitals, Room No. 102, C-1 Sushant Lok- 1, Phase- I, Sector 43"
189,Natural Brows Academy And Beauty Clinic ,Hospitals/Healthcare,"2nd Floor, Dr Herekar Park, C Wing, near Kamla Nehru Park, opp. Bhandarkar Road, Shreeman Society, Deccan Gymkhana, Pune, Maharashtra 411004"
190,Radiant Clinic ,Hospitals/Healthcare,"Plot No. 180, Janki Devi school road, SVP Nagar, MHADA, FOUR BUNGALOWS, Andheri West, Mumbai, Maharashtra 400053"
191,jindal gastro liver hospital ,Hospitals/Healthcare,"Near Suraj Cinema Complex, Dabwali Road, Sirsa, Haryana- 125055"
192,Redent Dental Clinic Shyamal ,Hospitals/Healthcare,"312, TOWER-B, Sun Avenue One, Manik Baug Rd, Bhudarpura, Shyamal,"
193,Dr Rohan Patel | Robotic Urologist ,Hospitals/Healthcare,"107 1st floor, Merlin Pentagon,"
194,Life is ayurveda ,Hospitals/Healthcare,"Plot no- 612, sector - 01, Grand Trunk Rd, Kuldeep Nagar, Ambala Cantt, Haryana "
195,Spruhad Multispeciality Clinic ,Hospitals/Healthcare," Rachana Lifestyle, Rachana House, Office no. 9, 1st floor, Fergusson College Rd, near Wadeshwar hotel, opposite Westside Mall, Pune, Maharashtra 411004"
196,Kalyani Health and Rehab Centre | Physiotherapy Clinic in Greater Noida | Home Physiotherapy ,Hospitals/Healthcare,"A-155, 155, P3 Rd, near Kendriya Vidyalaya Sector, Block A, Phi III,Greater Noid"
197,HCG Panda Cancer Hospital ,Hospitals/Healthcare,"HCG Panda Cancer DayCare Hospital, Bhubaneswar - 751013"
198,Dental Smile Signature ,Hospitals/Healthcare,"54/C/747, 1st Floor, Beside Red Water Tank, NGO's Colony Road, Vanasthalipuram, Hyderabad."
199,soulfoodshonali ,Hospitals/Healthcare,"501 Sagar Sangeet, A.B. Nair Road, Near Juhu Post Office, Juhu, Mumbai – 400049"
200,Dr Rajeev Raut Eye Clinic Raut Eye Care ,Hospitals/Healthcare,"1st Floor, Manisha Apartment, Moledina Road, Behind Coffee House, Camp, Pune, Maharashtra 411001"
201,"Neurosurgeon in Vaishali Nagar, Jaipur ",Hospitals/Healthcare,"A-185, Angad Marg, Hanuman Nagar, Jaipur"
202,FindYourFit ,Hospitals/Healthcare,"D823 Sunder Nagar, Behind Fortis Hospital, Malviya Nagar, Jaipur, Rajasthan"
203,Nirvana Eye Hospital ,Hospitals/Healthcare,"Plot no 435/6056, NH16, Aiginia, Khandagiri, Bhubaneswar, Odisha 751019"
204,Sunrise Hospital Gulbarga ,Hospitals/Healthcare,"MSK Mill Rd, Vasanth Nagar, Nagargum, Kalaburagi,"
205,Panache Dental ,Hospitals/Healthcare,"S - 125, Block S, Panchsheel Park South, Panchsheel Park"
206,La Fameux Derma ,Hospitals/Healthcare,"A-5, Noida Sec 50, opposite SBI Bank Noida"
207,La Fameux Derma Skin Hair and Laser Clinic ,Hospitals/Healthcare,"shop no: 1,2,3&4 first floor opp: Ratan Jyoti appartment sec: 04 main market Kshitij shopping complex, Vaishali"
208,Hair Clinic  ,Hospitals/Healthcare,"TG EssGee, Second floor, 697, 11th Main Rd, opposite to Sri Raghavendra Swamy Mutt, ishya Bank Colony, 5th Block, Jayanagar, Bengaluru, Karnataka"
209,Dr Aditya Kapoor ,Hospitals/Healthcare,"CHR Lane, Rd Number 1, Seven Hills Colony, P Janardhan Reddy Nagar, Gachibowli, Hyderabad, Telangana 500032"
210,Addlys De Salon ,Hospitals/Healthcare,"P/21, 2nd Floor, above KFC, Atta Market, Sector 18, Noida,"
211,Vitazia Wellness Maninagar - ,Hospitals/Healthcare,"403, Shreekar Avenue, Gopal Chowk,"
212,Cliniexperts Services Pvt Ltd ,Hospitals/Healthcare,"CliniExperts Services Pvt. Ltd., Unit No. 325, City Centre Mall, Plot No. 5, Sector 12, Dwarka, New Delhi – 110075"
213,AMD Dental Clinic ,Hospitals/Healthcare,"A-3, Natraj Nagar near Imli Phatak, Jaipur-302015"
214,MayFair Aesthetic Surgery ,Hospitals/Healthcare,"Earth Essence, 201-204, Zydus Hospital Rd"
215,Nishtha ayurved paldi ,Hospitals/Healthcare,"508, 5th Floor, HR Elanza,"
216,Snesan Spa ,Hospitals/Healthcare,"C-75, Third Floor, Shivalik Corner Market, Malviya Nagar, New Delhi-110017"
217,Care Health Nurses Pvt Ltd  ,Hospitals/Healthcare,"BS-807, 8th Floor, Galaxy Diamond Plaza, Near Char Murti Chowk, Greater Noida - 201309"
218,Lyfstyle Wellness EECP and ESMR Clinic | Diabetes Clinic in Shyamal ,Hospitals/Healthcare,"Lyfstyle, Wellness Centre 311, Sun Avenue One, Cross Road, near Manekbaug Society, Bhudarpura, Shyamal, Ahmedabad, Gujarat 380015"
219,navkar dental clinic and implant center ,Hospitals/Healthcare,"Shop no. 6, First Floor, Kishan Atria, Tulsidham Cross Road, opp. Devpushp Hospital, Pranav Society, Manjalpur, Vadodara, Gujarat 390011"
220,JL Rohatgi Hospital - Providing Total Eye Care Solution in Kanpur ol ,Hospitals/Healthcare,"117/52, Sarvodaya Nagar, Gol Chauraha, Kanpur"
221,divya heart care foiundation ,Hospitals/Healthcare,memnagar
222,Elegance Laser Clinics - Dr K S Ram ,Hospitals/Healthcare,"3rd Floor, Sona Bhan Complex, R P Road, Opposite SBI Bank, Rashtrapati Road"
223,Peping ,Hospitals/Healthcare,"74, Second floor"
224,Precisionplus Hospitals ,Hospitals/Healthcare,"210, Second Floor, Hadapsar Rd, behind Undri City Center Mall, near St Bishop School, Undri, Pune, Maharashtra 411060"
225,Dr. Nitika Varshney Bansal ,Hospitals/Healthcare,"Shubh hospital, plot AH02 ayodhya extension, Ayodhya Bypass Rd, opposite tanatan dhaba, Rusalli, Karond, Bhopal, Madhya Pradesh 462041"
226,Dr Mukesh Barala ,Hospitals/Healthcare,8058647206
227,Anal prajapati ,Hospitals/Healthcare,"SF-8, Second Floor, Palladium Business Hub, Visat-Gandhinagar Highway, opp. PVR Cinemas"
228,Dr. Deepikas Homeopathy ,Hospitals/Healthcare,"PF -23, First Floor, TOT Mall,C Block Market, Sector 62"
229,Advanced Bariatric Clinic ,Hospitals/Healthcare,"Olive Medical Centre, Madinaguda, Miyapur,"
230,Dr Subandhu Gupta  ,Hospitals/Healthcare,"NH 48, near Bus Stand"
231,Shathayu Ayurveda Yoga Retreat ,Hospitals/Healthcare,"Shathayu Ayurveda Yoga Retreat, S.No.261, Avathi, Devanahalli, Bangalore – 562110, Karnataka, INDIA"
232,Dr Suyash Agrawal  ,Hospitals/Healthcare,"Room No.19, First Floor, Bombay Hospital-IDA Scheme,95,Vijay Nagar"
233,Best opthalmologist in hyderabad ,Hospitals/Healthcare,"Plot #29 & 30, Om Vihar Colony, Piller No. 99, Medipally, Peerzadiguda, Hyderabad – 500098"
234,Margdarsi (Child & Adult Rehabilitation Centre In Bhubaneswar) ,Hospitals/Healthcare,"N 2/41, N2, Block N2, IRC Village, Nayapalli, Bhubaneswar, Odisha 751015"
235,Dr Abrol Clinic ,Hospitals/Healthcare,HOUSE NO.47/6 KRISHNA SQUARE-2 B/S CELEBRATION MALL BATALA ROAD
236,URSA Skin and Aesthetics ,Hospitals/Healthcare,"193, Hamilton Court Road, Sector 27 Gurgaon"
237,Smyle Square Dental ,Hospitals/Healthcare,"CITYPOINT TOWER, 25, above Axis Bank, Bhekrai Nagar, Phursungi, Maharashtra 412308"
238,Shrasti Physio Devices ,Hospitals/Healthcare,"BUILDING NO.388, 1ST FLOOR, MARBLE MARKET"
239,Dr Mridula Singh ,Hospitals/Healthcare,"Ward 68, Apple Hospital, Ayodhya Bypass Rd, Bhawanidham Phase-1, Chhatrapati Nagar, Narela Jod, Ayodhya Bypass, Bhopal, Madhya Pradesh 462022."
240,Caring hands eldercare ,Hospitals/Healthcare,"3, Suchetanagar Haltu, Kolkata – 700078"
241,Vedic Karma ,Hospitals/Healthcare,"SCF-31,32, Urban Estate Market, Qadian Rd, near Indian Bank, Batala, Punjab 143505"
242,Skinora Skin And Hair Clinic ,Hospitals/Healthcare,"3rd floor, AMG plaza, main road, opp. St John Church, East Marredpally, Secunderabad, Telangana 500026"
243,Medihair India ,Hospitals/Healthcare,"Shakti Nagar, North Delhi, New Delhi"
244,Apollo Clinic ,Hospitals/Healthcare,"The Galleria, 1B, Street Number 124, BG Block(Newtown), Action Area I, Newtown,"
245,Kculture Fitness ,Hospitals/Healthcare,"Umar Compound, Gharatwadi, Near Sopara Phata, Vasa"
246,Medavas ,Hospitals/Healthcare,"B44, Sector 47"
247,Rejuvenus Skin Centre ,Hospitals/Healthcare,"3, New Gandhi Nagar, Ghaziabad near mother dairy. Behind opulent mall GT road"
248,Apex Dental and Implant Centre ,Hospitals/Healthcare,"Plot-2, Manish Twin Plaza, 1st & 2nd Floor, Pocket 1, Sector 4, Dwarka"
249,Swastic Bone And Joint Clinic ,Hospitals/Healthcare,"Office No - 103, Frist Floor"
250,Mumbai Oncocare Centre Indore ,Hospitals/Healthcare,"Plot No 3-A Ground Floor, Saket Tower, AB Road Ratlam Kothi, Near Geeta Bhavan Square Indore, Madhya Pradesh"
251,AnuInstituteof Neuro and Cardiac Sciences ,Hospitals/Healthcare,"NH16, Enikepadu, Vijayawada, Andhra Pradesh 521108."
252,Dr Amiti Shah  ,Hospitals/Healthcare,"Panchshil Plaza, B-Wing, 7th Floor, Room No. 719, 55 Huges Road, Gamdevi, Mumbai"
253,Suja Associates Private Limited ,Hospitals/Healthcare,"NSL Arena, SEZ Building 1, 6th Floor, Wing B, Plot No.6, Survey No.1, IDA, Uppal, Hyderabad – 500039."
254,Thind Homeopathic Clinic ,Hospitals/Healthcare,Sheran Wala Gate
255,Kutumb Rehab ,Hospitals/Healthcare,"Plot no-A17 (Akshay Farms), Bhaisrawli Alipur Road"
256,Chakrasiddh ,Hospitals/Healthcare,"2nd Floor, Subishi Town Center, Shankarpalli Road, Mokila, Rangareddy -  (Near Shankarpalli)"
257,Indianvaidyas  ,Hospitals/Healthcare,"Corp. Office: UM-CS101A, Sector-2, Ansal Plaza,"
258,Clear Sight Eyecare and Laser Centre ,Hospitals/Healthcare,"405, 4th Floor, Monterossa, Opp Ganpati Mandir, 90 Feet Road, Ghatkopar East, Mumbai - 400077"
259,Manochikitsa ,Hospitals/Healthcare,contact@manochikitsa.com
260,diapers in amberpet hyderabad.?+91-6281866964 ,Hospitals/Healthcare,https://diapershyderabad.weebly.com/
261,Adyant Ayurveda Rajarajeshwari Nagar ,Hospitals/Healthcare,"Prabhu Arcade, 1141,, Jawaharlal Nehru Rd, BEML Layout 3rd Stage, Rajarajeshwari Nagar,"
262,Navchetana Kendra  ,Hospitals/Healthcare," E-138/A,Shastri Nagar,Delhi-110052 (opposite Metro Piller No.176) Mobile:-8800903139.9312767167"
263,Dr Ameet Kishore ,Hospitals/Healthcare,"E 48, Greater Kailash"
264,Suhaa Multi Speciality Cosmetic Clinic ,Hospitals/Healthcare,"No: 338/15, 2nd Avenue, Above palam silks and roll over, 2nd floor Anna Nagar"
265,Capture Life Dental Care ,Hospitals/Healthcare,"8-2-686/8/B/1,Mansingh Square, Banjara Hills, Hyderabad 500034"
266,Kamal Dental Clinic ,Hospitals/Healthcare,"S-571, Greater Kailash-2, Block E, New Delhi, 110048"
267,Kids Dental Studio ,Hospitals/Healthcare,"404 Sigma Balaji Treasure Complex, Navrang 6 Road, Opp. Navrang School, Navrangpura"
268,Shuddhi Ayurveda Panchkarma Dwarka Clinic On panel CGH DGEHS NDMC CAPF DDA DJB RGHS ,Hospitals/Healthcare,"RZ- 6A,Syndicate Enclave, Dabri mod, Dwarka, Delhi, 110045"
269,Celestia Aesthetica ,Hospitals/Healthcare,"Ground Floor, E, 305, GK 2 Main Rd, Block E, Greater Kailash II, Greater Kailash"
270,S N R  Carnival Hospital ,Hospitals/Healthcare,"M & I2, Kalyani IGC, Ph-III, Kalyani Expressway, Kalyani, Nadia, Pin-741235, West Bengal"
271,Connecting Ears ,Hospitals/Healthcare,"Connecting Ears, C/o Auditree Healthcare Private Limited, C 05 Sector 19, Opposite Fortune Hotel and Parasvanath Plaza"
272,NEON HOSPITAL ,Hospitals/Healthcare,"Kalyan - Shilphata Rd, Near lodha Palava city,"
273,Piles and Fissure Clinic ,Hospitals/Healthcare,"B-87, Mahatma Gandhi Flyover, South Extension, Block B, Defence Colony, New Delhi, Delhi 110024"
274,Medikold ,Hospitals/Healthcare,"A-46A, U.I.T Colony, Pratap Nagar, Jodhpur, Rajasthan 342003"
275,Mint Dental ,Hospitals/Healthcare,"4/445 Vijayant Khand, Gomti Nagar"
276,Kakatiya Dental Hospital ,Hospitals/Healthcare,"Opp Vijaya Talkies, Hanumakonda , Warangal Dist. Telangana , India.-506001"
277,Ayur Hridayam ,Hospitals/Healthcare,"BR-91, Sector 116 Noida-201305"
278,Heart it out ,Hospitals/Healthcare,"42, 2nd floor, 7th B Cross Rd, KHB Block Koramangala, Koramangala 4-B Block, Koramangala 4th Block, Koramangala, Bengaluru, Karnataka 560034"
279,U Dent Multispecialty Dental Clinic ,Hospitals/Healthcare,"Shop no 26, Jp North Celeste, Vinay Nagar, Kashimira, Mira Road"
280,Dr Axico ,Hospitals/Healthcare,"29/2, Main, Palam - Dabri Marg, Durgapuri & Dwarkapuri, South West Delhi, New Delhi, Delhi 110045"
281,Garekars M.D. Dermatology ,Hospitals/Healthcare,"LG 07, South Point Mall, Golf Course Rd, DLF Phase 5, Sector 53, Gurugram, Haryana 122022"
282,Eye care Hyderabad ,Hospitals/Healthcare,"16-10-48/A, Nalgonda X Road, Chaderghat, Metro Pillar noA1422 Under Louis Braille Flyover, Malakpet, Hyderabad, Telangana 500036"
283,Dr Pankti REVIVE ,Hospitals/Healthcare,"I-001, Vrushali Shilp Co-operative Housing Society, New Link Rd Chikoowadi, Borivali West, Opposite Banana Leaf Restaurant, Nearby Satva Hotel, Mumbai, Maharashtra 400092"
284,online CPR training ,Hospitals/Healthcare,"A-69, Abul Fazl Enclave, Okhla, New Delhi"
285,DR RAI DENTAL AVENUE ,Hospitals/Healthcare,"Shop no 7 , B wing, Azziano, Rustomjee Urbania, near pepperfry ,Majiwada, Thane West, Thane, Maharashtra 400601"
286,My Mediland- Search and Ask a Doctor Globally ,Hospitals/Healthcare,"Raigachi, Rajarhat"
287,Sculpt Cosmetic Clinic ,Hospitals/Healthcare,"A-305, Block A, Defence Colony, New Delhi, Delhi 110024"
288,Andhra Hospitalss ,Hospitals/Healthcare,"Andhra Hospitals , Bhavanipuram , Vijayawada, Andhara Pradesh "
289,MedWire ,Hospitals/Healthcare,"22 RK Stars, Hutchins Road, Cooke Town,"
290,Dr Suresh Yadav Best urologist in Jaipur ,Hospitals/Healthcare,"Balaji multispeciality hospital, Kanakpura, Sirsi Rd, Jhotwara, Jaipur, Rajasthan 302034"
291,Dev Multispecialty Dental Care ,Hospitals/Healthcare,"408, Radhekisan Arcade,Nr.Vaibhav Hall, Ghodasar Cross Road, N.H.8, Ghodasar"
292,"Livonta Global Pvt.Ltd - Medical (IVF, Cancer, Kidney, Liver) Treatment in India ",Hospitals/Healthcare,"1110, Colonnade, B/H Iscon Temple, Opp. Iscon BRTS Bus Stand"
293,dr tushar kant ,Hospitals/Healthcare,"Plot No. 4, Near Akshardham Mandir Chitrakoot, Vaishali Nagar, Jaipur, Rajasthan "
294,Best Dentist in Mulund West and Bhandup - Ivory Dental Clinic ,Hospitals/Healthcare,"G-226, Marathon Monte Plaza, 2nd Floor, Madan Mohan Malviya Road, Opp. P&T Colony, Mulund (West), Mumbai - 400080 ."
295,Dr. Priyanka Chiripal ,Hospitals/Healthcare,"Zydus Hospital Road, Thaltej, Ahmedabad, Gujarat 380054."
296,Best Tummy Tuck Surgeon Clinic Delhi India ,Hospitals/Healthcare,"MG Road, Arya Nagar, Pillar 184, Arjan garh Metro Station,  New Delhi 110047, no 541/542"
297,Best Hair Transplant Surgeon ,Hospitals/Healthcare,"Aya Nagar, New Delhi, Arjan Grah Metro"
298,Dr. Rupali Chadha ,Hospitals/Healthcare,"B-404, LGF, B Block, Bipin Chandra Pal Marg, next to Bangiya Samaj, Chittaranjan Park, "
299,Kalpataru Ayurvediya Chikitsalaya ,Hospitals/Healthcare,"1st floor, Mati Patwardhangad apartment, Ganapati chowk, 545, NC Kelkar Road, above new poona bakery, Narayan Peth, Pune, Maharashtra 411030"
300,Dr Ankur Kumar  ,Hospitals/Healthcare,"Plot No. 1, ACCORD Hospitals, 1, Spine Rd, Santa Nagar, Moshi Pradhikaran, Sector Number 4, Moshi, Pimpri-Chinchwad, Maharashtra 411070"
301,Dr Priya Skin and Hair Clinic ,Hospitals/Healthcare,"CRM Sowbhagya Enclave, Varthur Main Road, Marathahalli, Near Spice Garden Bus Stop, HAL-Airport"
302,Sarojini Gastro Center ,Hospitals/Healthcare,"33-25-1, Next to Pushpa Hotel Bus Stop, Bellapu Sobhanadri St, Suryaraopeta, Vijayawada, Andhra Pradesh"
303,Dr. Atul Singh- Best Spine & Sports Physiotherapy ,Hospitals/Healthcare,"Ground Floor, F-303, New Sanganer Rd,  opposite Metro Pillar No- 103, near Hotel Lazeez Shyam Nagar,"
304,Global Ambulance Service ,Hospitals/Healthcare,"Sector -16 ,  HUDA Staff Colony, Faridabad, Haryana 121002"
305,Rehabilitation Center in Hyderabad ,Hospitals/Healthcare,"Deshmukhi Village, Pochampally (Mandal), Yadadri Bhuvanagiri District, 508284"
306,Cosmekaya ,Hospitals/Healthcare,"Shop no. 6 Mahendra business square, Bawadiya Kalan, Bhopal, Madhya Pradesh"
307,Ultimate Diet Clinic ,Hospitals/Healthcare,"8F, C Block Avenue, 10, Gaur City 2"
308,Aasra physiotherapy clinic  ,Hospitals/Healthcare,"P2P, Jivani Sadan, behind SBI Bank chauraha, near Planet Gym, Sector 8, Chitrakoot, Jaipur, Rajasthan 302021"
309,Dr Paithankars Clinic ,Hospitals/Healthcare,"1135 IFFCO Colony, Sector 17-B"
310,KBK Multi Speciality Hospital ,Hospitals/Healthcare,"Bus Stop, 7-3-112, Saraswathi Nagar Omkar Nagar, Nagarjuna Sagar Rd, Bahadurguda, Hyderabad, Telangana 500079"
311,Surgeon For U ,Hospitals/Healthcare,"5th Floor, Sri tirumalas, Sri Tirmalas Subhash Arcade, Forest Dept Colony, Kondapur, Telangana 500084"
312,Artemis cardiac care ,Hospitals/Healthcare,"Artemis Cardiac Care Sector -51,, Gurugram Haryana - 122001"
313,Dr Sunitha MBBS Psychiatrist in trichy ,Hospitals/Healthcare,"EVR Rd, Aruna Nagar, Puthur, Bharthi Nagar, Tiruchirappalli, Tamil Nadu 620017"
314,Skin Rehab Clinic ,Hospitals/Healthcare,"B 128, Sector 41, Noida, Uttar Pradesh, 201301 India"
315,Dr Rahul Sharma ,Hospitals/Healthcare,"Cardea Health clinic - Dr Rahul Sharma DM Pulmonology S GF- 4/5, GARDENIA FUTEC MARKET, PLOT NO-10, Sector 75,"
316,Dr Prof Amit Kumar Agarwal ,Hospitals/Healthcare,"Indraprastha Apollo Hospitals Delhi, Delhi Mathura Road, Sarita Vihar, "
317,Buddhi Clinic ,Hospitals/Healthcare,"20/43, KB Dasan Rd, Seethamma Extension, Seethammal Extension, Teynampet, Chennai, Tamil Nadu 600018"
318,Bachpan Kids Care Clinic ,Hospitals/Healthcare,"410, TBC Tower, Near I-Bus Stop, Geeta Bhawan Square, Ab Road"
319,Airen Vascular  ,Hospitals/Healthcare,"3/62, Akash Marg, Sector-3, Jagdamba Colony, Vidyadhar Nagar, "
320,Pune Addiction Treatment ,Hospitals/Healthcare,"Vitalife Clinic, Srushti Elegance, Baner - Balewadi Rd, Opp. Kalmadi School, Pune, Maharashtra - 411045"
321,SKS Cardio care Center in jaipur ,Hospitals/Healthcare,"plot no 1 CV, Schme No 3 Givandeep colony, road no 14, Sikar Rd, Vishwakarma Industrial Area, Jaipur, Rajasthan 302013"
322,Summirow Dental ,Hospitals/Healthcare,"6th Floor,Western Vesu Point, Opp. S.B.I. Bank,, Next to Reliance Market,  Vesu Surat – 395007"
323,FSIVF Centre ,Hospitals/Healthcare,"A6, Second Floor, Panchwati, Opp. Azadpur Sabzi Mandi, Metro Pillar No-84, Adarsh Nagar "
324,In My Skin Aesthetic Dermatology Clinic ,Hospitals/Healthcare,"Plot no. 100, Road no. 72, Jubilee Hills"
325,India Best Sexologist ,Hospitals/Healthcare,"E-63, 3rd Floor, Jawahar Park, Near Laxmi Nagar Metro Station, Opp Piller No 47, Laxmi Nagar, Delhi - 110092"
326,Axon Medical Solutions Private Limited ,Hospitals/Healthcare,"29, Ist Floor, Sushant Vyapar Kendra, Sushant Lok-I, Gurugram, PIN - 122002, Haryana [INDIA]"
327,complate care physiotherapy clinic ,Hospitals/Healthcare,"22, Ground Floor, Ayana Complex, Zydus Hospital Rd, near Zydus Cancer centre, Thaltej, Ahmedabad, Gujarat 380059"
328,drrishmapai ,Hospitals/Healthcare,"203, Sagar Fortune, Waterfield Road, Bandra (W) Mumbai"
329,Agni Ayurveda Village ,Hospitals/Healthcare,"93/2B, Morbe village Panvel-Tamasi Marg, Taluka, Panvel, Maharashtra 410206"
330,Dr. Manoj Kumar Sahu ,Hospitals/Healthcare,"Apollo Hospitals, Plot No. 251, Sainik School Rd, Unit 15, Gajapati Nagar"
331,buddy4health ,Hospitals/Healthcare,Mumbai
332,Happymindz ElderCare ,Hospitals/Healthcare,"41/217A, Mosque Rd, Padivattom, Edappally, Kochi, Kerala 682024"
333,Royal Ambulance  ,Hospitals/Healthcare,Delhi NCR
334,Auro Skin Clinic Dr Avina Jain Skin Specialist ,Hospitals/Healthcare,"2nd Floor, Sapphire Plaza, Dadabhai Rd, opp. CNM School, Pond Gaothan, Navpada, Kamala Nagar, Vile Parle West, Mumbai, Maharashtra 400056"
335,anya wellbeing creative therapy centre ,Hospitals/Healthcare,"604, 6th floor, Aster Wing 1, Silver Valley Society, Near Shivarkar Garden, Jambulkar Chowk, Wanworie, Pune - 411040"
336,AIIMS Patna ,Hospitals/Healthcare,Phulwari Sharif
337,Ace Gastro And Super Spciality Center ,Hospitals/Healthcare,"69/85, Main, VT Rd, Ward 27, Mansarovar Sector 6, Mansarovar, Jaipur, Rajasthan 302020"
338,Heraing Hope ,Hospitals/Healthcare,"G-14, Ground Floor, Kings Mall, Twin Distict Centre"
339,Crystal Hearing Solutions ,Hospitals/Healthcare,"C/o, Desai Orthopaedic and ENT Clinic, 3 & 4, Ground Floor, Gokul CHS, Haridas Nagar, Shimpoli Road, Borivali West"
340,APEXO DENTAL  HEALTHCARE CENTRE ,Hospitals/Healthcare,"320P, Sector 51 , Gurgaon"
